customer_id,customer_name,email,country,signup_date,customer_segment,lifetime_value
CUST0302,Priya Kim,priya.kim0302@example.com,United Kingdom,2025-08-13,Premium,5246.82
CUST0303,James Andersen,james.andersen0303@example.com,France,2024-08-05,Basic,4733.97
CUST0304,Sofia Patel,sofia.patel0304@example.com,Japan,2025-03-16,Basic,1640.62
CUST0305,Wei Nguyen,wei.nguyen0305@example.com,Japan,2024-10-23,Premium,8142.75
CUST0306,Amara Muller,amara.muller0306@example.com,United Kingdom,2023-12-05,Basic,762.58
CUST0307,Noah Nkosi,noah.nkosi0307@example.com,United States,2023-05-23,Basic,3749.06
CUST0308,Elena Muller,elena.muller0308@example.com,India,2024-01-16,Standard,7806.57
CUST0309,Omar Brown,omar.brown0309@example.com,France,2023-11-24,Basic,5102.14
CUST0310,Mia Silva,mia.silva0310@example.com,United Kingdom,2023-11-07,Premium,4764.79
CUST0311,Lucas Brown,lucas.brown0311@example.com,Canada,2023-06-01,Basic,7245.73
CUST0312,Hana Nguyen,hana.nguyen0312@example.com,India,2023-11-14,Premium,4974.15
CUST0313,Ethan Chen,ethan.chen0313@example.com,Australia,2023-09-28,Basic,5952.16
CUST0314,Zara Brown,zara.brown0314@example.com,India,2025-05-03,Basic,7976.12
CUST0315,Leo Kim,leo.kim0315@example.com,France,2025-08-10,Standard,6921.41
CUST0316,Anika Andersen,anika.andersen0316@example.com,United Kingdom,2025-08-16,Basic,3627.78
CUST0317,Kenji Tanaka,kenji.tanaka0317@example.com,United States,2024-01-13,Standard,1573.22
CUST0318,Isla Johnson,isla.johnson0318@example.com,Australia,2024-09-22,Premium,1964.29
CUST0319,Rahul Chen,rahul.chen0319@example.com,India,2022-06-08,Standard,7185.42
CUST0320,Chloe Garcia,chloe.garcia0320@example.com,United States,2025-09-17,Standard,7455.52
CUST0321,Aarav Nguyen,aarav.nguyen0321@example.com,India,2025-05-08,Standard,1353.44
CUST0322,Priya Nkosi,priya.nkosi0322@example.com,India,2024-06-15,Premium,3521.76
CUST0323,James Rossi,james.rossi0323@example.com,Japan,2025-06-04,Standard,6407.71
CUST0324,Sofia Muller,sofia.muller0324@example.com,Germany,2024-12-29,Premium,2665.00
CUST0325,Wei Dubois,wei.dubois0325@example.com,Germany,2024-01-24,Basic,8053.25
CUST0326,Amara Muller,amara.muller0326@example.com,Japan,2023-08-01,Standard,4299.56
CUST0327,Noah Khan,noah.khan0327@example.com,India,2023-02-13,Basic,1219.47
CUST0328,Elena Hassan,elena.hassan0328@example.com,United States,2025-08-06,Standard,7436.29
CUST0329,Omar Costa,omar.costa0329@example.com,United Kingdom,2025-12-27,Basic,7242.35
CUST0330,Mia Kim,mia.kim0330@example.com,United Kingdom,2022-11-25,Standard,3846.75
CUST0331,Lucas Andersen,lucas.andersen0331@example.com,India,2024-06-14,Premium,8047.19
CUST0332,Hana Rossi,hana.rossi0332@example.com,Japan,2023-12-17,Premium,3555.88
CUST0333,Ethan Brown,ethan.brown0333@example.com,Australia,2023-04-28,Standard,8453.74
CUST0334,Zara Tanaka,zara.tanaka0334@example.com,Germany,2022-02-27,Standard,7915.48
CUST0335,Leo Silva,leo.silva0335@example.com,India,2022-10-09,Premium,2474.13
CUST0336,Anika Dubois,anika.dubois0336@example.com,India,2025-12-15,Standard,3840.68
CUST0337,Kenji Sharma,kenji.sharma0337@example.com,United Kingdom,2022-02-08,Standard,1872.28
CUST0338,Isla Chen,isla.chen0338@example.com,France,2022-08-16,Standard,2058.06
CUST0339,Rahul Garcia,rahul.garcia0339@example.com,United States,2023-05-04,Standard,5449.14
CUST0340,Chloe Nguyen,chloe.nguyen0340@example.com,Japan,2022-05-09,Premium,7120.01
CUST0341,Aarav Dubois,aarav.dubois0341@example.com,United States,2025-07-18,Basic,4909.15
CUST0342,Priya Chen,priya.chen0342@example.com,Canada,2024-05-29,Premium,5245.14
CUST0343,James Rossi,james.rossi0343@example.com,France,2023-01-19,Basic,5696.42
CUST0344,Sofia Andersen,sofia.andersen0344@example.com,Australia,2022-05-19,Basic,4647.49
CUST0345,Wei Andersen,wei.andersen0345@example.com,United States,2024-03-10,Standard,417.87
CUST0346,Amara Brown,amara.brown0346@example.com,Australia,2023-06-04,Basic,187.25
CUST0347,Noah Smith,noah.smith0347@example.com,Australia,2023-05-09,Basic,5602.53
CUST0348,Elena Garcia,elena.garcia0348@example.com,Australia,2022-10-01,Premium,3026.93
CUST0349,Omar Silva,omar.silva0349@example.com,India,2025-11-03,Standard,8337.92
CUST0350,Mia Dubois,mia.dubois0350@example.com,India,2022-10-04,Premium,6100.58
CUST0351,Lucas Muller,lucas.muller0351@example.com,United States,2023-08-24,Premium,420.16
CUST0352,Hana Johnson,hana.johnson0352@example.com,United States,2023-10-09,Standard,4404.99
CUST0353,Ethan Costa,ethan.costa0353@example.com,Japan,2023-06-03,Premium,6415.31
CUST0354,Zara Johnson,zara.johnson0354@example.com,Canada,2024-01-02,Premium,7366.00
CUST0355,Leo Silva,leo.silva0355@example.com,Canada,2022-09-12,Standard,3742.24
CUST0356,Anika Brown,anika.brown0356@example.com,Japan,2024-03-02,Standard,8277.96
CUST0357,Kenji Dubois,kenji.dubois0357@example.com,Japan,2024-01-23,Basic,2303.79
CUST0358,Isla Smith,isla.smith0358@example.com,France,2022-06-11,Standard,5140.73
CUST0359,Rahul Nkosi,rahul.nkosi0359@example.com,Canada,2023-10-20,Premium,726.58
CUST0360,Chloe Kim,chloe.kim0360@example.com,Canada,2024-07-02,Basic,6114.25
CUST0361,Aarav Nkosi,aarav.nkosi0361@example.com,Japan,2023-12-21,Standard,407.90
CUST0362,Priya Tanaka,priya.tanaka0362@example.com,France,2023-07-17,Basic,8331.23
CUST0363,James Patel,james.patel0363@example.com,United Kingdom,2025-10-06,Basic,3482.48
CUST0364,Sofia Andersen,sofia.andersen0364@example.com,India,2022-03-05,Premium,7221.26
CUST0365,Wei Muller,wei.muller0365@example.com,United States,2022-09-16,Premium,2044.16
CUST0366,Amara Tanaka,amara.tanaka0366@example.com,Australia,2024-02-24,Basic,323.66
CUST0367,Noah Chen,noah.chen0367@example.com,Japan,2024-01-30,Standard,3801.29
CUST0368,Elena Smith,elena.smith0368@example.com,India,2024-12-20,Standard,3413.39
CUST0369,Omar Hassan,omar.hassan0369@example.com,Germany,2022-08-21,Premium,6266.45
CUST0370,Mia Dubois,mia.dubois0370@example.com,France,2025-02-24,Premium,2262.01
CUST0371,Lucas Hassan,lucas.hassan0371@example.com,Japan,2023-03-16,Basic,2463.12
CUST0372,Hana Dubois,hana.dubois0372@example.com,Germany,2022-09-09,Premium,7256.38
CUST0373,Ethan Muller,ethan.muller0373@example.com,India,2025-12-31,Standard,8476.87
CUST0374,Zara Silva,zara.silva0374@example.com,Australia,2025-12-24,Premium,4697.48
CUST0375,Leo Kim,leo.kim0375@example.com,Canada,2022-11-19,Basic,6045.81
CUST0376,Anika Nkosi,anika.nkosi0376@example.com,Australia,2024-11-07,Premium,1075.51
CUST0377,Kenji Johnson,kenji.johnson0377@example.com,India,2023-04-30,Standard,272.10
CUST0378,Isla Costa,isla.costa0378@example.com,Australia,2024-08-15,Basic,1146.57
CUST0379,Rahul Smith,rahul.smith0379@example.com,United Kingdom,2023-09-26,Standard,8496.58
CUST0380,Chloe Dubois,chloe.dubois0380@example.com,France,2024-04-18,Basic,673.19
CUST0381,Aarav Silva,aarav.silva0381@example.com,United Kingdom,2024-07-10,Standard,5796.92
CUST0382,Priya Tanaka,priya.tanaka0382@example.com,India,2025-02-03,Basic,5016.79
CUST0383,James Chen,james.chen0383@example.com,France,2024-10-26,Premium,7075.25
CUST0384,Sofia Andersen,sofia.andersen0384@example.com,India,2023-09-15,Premium,1418.62
CUST0385,Wei Rossi,wei.rossi0385@example.com,Australia,2024-11-28,Standard,7198.14
CUST0386,Amara Hassan,amara.hassan0386@example.com,Germany,2025-07-24,Basic,2369.11
CUST0387,Noah Kim,noah.kim0387@example.com,United Kingdom,2024-10-26,Basic,1474.97
CUST0388,Elena Singh,elena.singh0388@example.com,India,2022-12-17,Basic,5326.85
CUST0389,Omar Nguyen,omar.nguyen0389@example.com,Australia,2025-02-28,Premium,7023.25
CUST0390,Mia Sharma,mia.sharma0390@example.com,United Kingdom,2022-04-04,Basic,6565.14
CUST0391,Lucas Hassan,lucas.hassan0391@example.com,Germany,2025-03-17,Standard,5273.02
CUST0392,Hana Sharma,hana.sharma0392@example.com,Japan,2025-07-08,Basic,2497.73
CUST0393,Ethan Kim,ethan.kim0393@example.com,Japan,2023-05-17,Basic,3481.48
CUST0394,Zara Muller,zara.muller0394@example.com,United Kingdom,2025-11-11,Premium,1385.78
CUST0395,Leo Khan,leo.khan0395@example.com,Japan,2024-08-09,Premium,2924.63
CUST0396,Anika Chen,anika.chen0396@example.com,Australia,2023-10-16,Basic,8398.80
CUST0397,Kenji Tanaka,kenji.tanaka0397@example.com,France,2022-09-25,Standard,4401.58
CUST0398,Isla Garcia,isla.garcia0398@example.com,Australia,2023-05-11,Standard,1085.31
CUST0399,Rahul Muller,rahul.muller0399@example.com,Germany,2022-10-16,Premium,477.61
CUST0400,Chloe Brown,chloe.brown0400@example.com,France,2023-05-24,Premium,6923.89
CUST0401,Aarav Singh,aarav.singh0401@example.com,Australia,2023-01-24,Premium,4260.34
CUST0402,Priya Andersen,priya.andersen0402@example.com,Japan,2024-10-18,Standard,4252.78
CUST0403,James Smith,james.smith0403@example.com,France,2024-11-01,Standard,8218.50
CUST0404,Sofia Johnson,sofia.johnson0404@example.com,Australia,2022-04-10,Premium,2427.46
CUST0405,Wei Nguyen,wei.nguyen0405@example.com,Japan,2023-08-09,Basic,119.10
CUST0406,Amara Garcia,amara.garcia0406@example.com,France,2022-10-02,Standard,6197.44
CUST0407,Noah Brown,noah.brown0407@example.com,Australia,2022-04-03,Standard,482.28
CUST0408,Elena Costa,elena.costa0408@example.com,Germany,2024-01-13,Basic,2488.68
CUST0409,Omar Brown,omar.brown0409@example.com,Japan,2025-01-31,Standard,7023.88
CUST0410,Mia Nguyen,mia.nguyen0410@example.com,United Kingdom,2022-09-21,Premium,3378.49
CUST0411,Lucas Silva,lucas.silva0411@example.com,Australia,2022-10-23,Premium,5140.81
CUST0412,Hana Brown,hana.brown0412@example.com,United States,2022-04-03,Premium,1207.96
CUST0413,Ethan Silva,ethan.silva0413@example.com,Japan,2024-11-29,Standard,1308.55
CUST0414,Zara Andersen,zara.andersen0414@example.com,India,2023-11-03,Basic,2741.58
CUST0415,Leo Brown,leo.brown0415@example.com,Canada,2025-04-30,Standard,4336.81
CUST0416,Anika Andersen,anika.andersen0416@example.com,Japan,2025-12-22,Basic,2583.23
CUST0417,Kenji Sharma,kenji.sharma0417@example.com,Australia,2023-11-10,Basic,976.16
CUST0418,Isla Khan,isla.khan0418@example.com,Canada,2025-11-10,Basic,275.17
CUST0419,Rahul Dubois,rahul.dubois0419@example.com,Canada,2025-09-04,Basic,4931.01
CUST0420,Chloe Patel,chloe.patel0420@example.com,Japan,2022-12-16,Basic,5365.26
CUST0421,Aarav Nguyen,aarav.nguyen0421@example.com,France,2022-10-30,Basic,2096.56
CUST0422,Priya Singh,priya.singh0422@example.com,United Kingdom,2023-01-26,Premium,3776.78
CUST0423,James Khan,james.khan0423@example.com,India,2024-04-25,Basic,1772.88
CUST0424,Sofia Andersen,sofia.andersen0424@example.com,Japan,2022-05-08,Basic,1216.80
CUST0425,Wei Johnson,wei.johnson0425@example.com,Australia,2025-09-18,Standard,4490.28
CUST0426,Amara Silva,amara.silva0426@example.com,India,2024-07-30,Basic,2942.66
CUST0427,Noah Tanaka,noah.tanaka0427@example.com,Canada,2025-06-03,Standard,1674.63
CUST0428,Elena Rossi,elena.rossi0428@example.com,Canada,2025-02-16,Standard,1950.13
CUST0429,Omar Kim,omar.kim0429@example.com,Canada,2025-12-14,Premium,5882.53
CUST0430,Mia Dubois,mia.dubois0430@example.com,Australia,2024-09-09,Standard,4786.12
CUST0431,Lucas Hassan,lucas.hassan0431@example.com,Canada,2022-09-07,Basic,5767.46
CUST0432,Hana Brown,hana.brown0432@example.com,France,2023-12-08,Premium,2504.32
CUST0433,Ethan Kim,ethan.kim0433@example.com,United Kingdom,2023-12-11,Standard,5592.96
CUST0434,Zara Dubois,zara.dubois0434@example.com,Germany,2023-02-18,Basic,2341.07
CUST0435,Leo Costa,leo.costa0435@example.com,Canada,2022-10-09,Premium,5252.47
CUST0436,Anika Singh,anika.singh0436@example.com,Germany,2023-05-12,Premium,5710.10
CUST0437,Kenji Andersen,kenji.andersen0437@example.com,Germany,2025-07-30,Premium,493.55
CUST0438,Isla Khan,isla.khan0438@example.com,Australia,2024-08-25,Premium,5806.07
CUST0439,Rahul Chen,rahul.chen0439@example.com,United States,2025-02-01,Premium,3488.37
CUST0440,Chloe Dubois,chloe.dubois0440@example.com,Japan,2025-08-25,Premium,6437.45
CUST0441,Aarav Kim,aarav.kim0441@example.com,Australia,2023-08-08,Basic,549.92
CUST0442,Priya Smith,priya.smith0442@example.com,Germany,2024-12-31,Basic,6160.34
CUST0443,James Patel,james.patel0443@example.com,India,2024-05-05,Premium,7941.65
CUST0444,Sofia Patel,sofia.patel0444@example.com,France,2024-10-11,Premium,7964.34
CUST0445,Wei Kim,wei.kim0445@example.com,United States,2022-01-19,Standard,4849.28
CUST0446,Amara Garcia,amara.garcia0446@example.com,Australia,2023-08-06,Standard,8407.89
CUST0447,Noah Costa,noah.costa0447@example.com,Japan,2022-10-02,Basic,4004.78
CUST0448,Elena Johnson,elena.johnson0448@example.com,United Kingdom,2023-11-09,Premium,6227.96
CUST0449,Omar Hassan,omar.hassan0449@example.com,India,2022-01-29,Basic,2898.60
CUST0450,Mia Kim,mia.kim0450@example.com,Germany,2022-12-26,Basic,7284.44
CUST0451,Lucas Brown,lucas.brown0451@example.com,France,2024-11-21,Standard,782.93
CUST0452,Hana Garcia,hana.garcia0452@example.com,India,2022-10-15,Standard,2784.43
CUST0453,Ethan Rossi,ethan.rossi0453@example.com,United States,2023-06-19,Standard,2040.15
CUST0454,Zara Hassan,zara.hassan0454@example.com,Australia,2023-09-11,Basic,6158.36
CUST0455,Leo Sharma,leo.sharma0455@example.com,Canada,2025-08-31,Standard,5903.89
CUST0456,Anika Patel,anika.patel0456@example.com,United Kingdom,2024-08-11,Standard,1399.61
CUST0457,Kenji Andersen,kenji.andersen0457@example.com,Canada,2025-11-14,Premium,5447.11
CUST0458,Isla Kim,isla.kim0458@example.com,Australia,2025-06-12,Premium,1901.64
CUST0459,Rahul Chen,rahul.chen0459@example.com,Japan,2022-11-10,Standard,6368.36
CUST0460,Chloe Nguyen,chloe.nguyen0460@example.com,Australia,2024-05-01,Basic,4691.03
CUST0461,Aarav Dubois,aarav.dubois0461@example.com,Germany,2023-05-22,Basic,6427.55
CUST0462,Priya Smith,priya.smith0462@example.com,Japan,2024-12-17,Basic,3107.08
CUST0463,James Singh,james.singh0463@example.com,United Kingdom,2022-05-07,Basic,7679.40
CUST0464,Sofia Johnson,sofia.johnson0464@example.com,India,2022-12-03,Standard,7270.41
CUST0465,Wei Muller,wei.muller0465@example.com,United Kingdom,2025-10-25,Premium,6107.96
CUST0466,Amara Dubois,amara.dubois0466@example.com,United Kingdom,2024-11-11,Standard,6883.45
CUST0467,Noah Muller,noah.muller0467@example.com,India,2024-11-17,Standard,3909.95
CUST0468,Elena Patel,elena.patel0468@example.com,Japan,2025-10-09,Standard,6161.72
CUST0469,Omar Brown,omar.brown0469@example.com,Canada,2022-01-07,Basic,1891.27
CUST0470,Mia Smith,mia.smith0470@example.com,United States,2024-05-17,Standard,5968.25
CUST0471,Lucas Costa,lucas.costa0471@example.com,United States,2022-05-22,Standard,318.16
CUST0472,Hana Khan,hana.khan0472@example.com,India,2022-10-05,Basic,8316.92
CUST0473,Ethan Khan,ethan.khan0473@example.com,Australia,2024-02-23,Standard,7398.29
CUST0474,Zara Brown,zara.brown0474@example.com,France,2022-06-14,Basic,8197.02
CUST0475,Leo Costa,leo.costa0475@example.com,India,2025-08-31,Standard,1052.45
CUST0476,Anika Costa,anika.costa0476@example.com,France,2024-12-19,Premium,6200.40
CUST0477,Kenji Rossi,kenji.rossi0477@example.com,United States,2022-02-16,Standard,3962.38
CUST0478,Isla Costa,isla.costa0478@example.com,France,2024-12-25,Standard,7007.40
CUST0479,Rahul Rossi,rahul.rossi0479@example.com,Japan,2023-12-10,Premium,2379.24
CUST0480,Chloe Garcia,chloe.garcia0480@example.com,United States,2025-09-14,Standard,5246.10
CUST0481,Aarav Sharma,aarav.sharma0481@example.com,Germany,2023-02-27,Premium,902.58
CUST0482,Priya Patel,priya.patel0482@example.com,Japan,2025-05-09,Basic,5992.77
CUST0483,James Patel,james.patel0483@example.com,Germany,2022-04-01,Standard,3759.24
CUST0484,Sofia Costa,sofia.costa0484@example.com,Germany,2022-04-26,Premium,4307.92
CUST0485,Wei Kim,wei.kim0485@example.com,Germany,2025-03-25,Standard,4929.66
CUST0486,Amara Silva,amara.silva0486@example.com,Germany,2023-09-11,Premium,8379.13
CUST0487,Noah Andersen,noah.andersen0487@example.com,Germany,2024-04-26,Standard,2375.05
CUST0488,Elena Costa,elena.costa0488@example.com,India,2025-07-06,Basic,3659.84
CUST0489,Omar Dubois,omar.dubois0489@example.com,United States,2023-12-07,Basic,5722.84
CUST0490,Mia Andersen,mia.andersen0490@example.com,Australia,2025-11-27,Standard,3499.79
CUST0491,Lucas Kim,lucas.kim0491@example.com,France,2023-01-12,Basic,4051.23
CUST0492,Hana Rossi,hana.rossi0492@example.com,Canada,2025-12-20,Premium,6858.81
CUST0493,Ethan Patel,ethan.patel0493@example.com,France,2024-05-03,Basic,4528.43
CUST0494,Zara Brown,zara.brown0494@example.com,Germany,2023-06-07,Premium,2840.72
CUST0495,Leo Smith,leo.smith0495@example.com,Japan,2024-01-30,Premium,4576.12
CUST0496,Anika Johnson,anika.johnson0496@example.com,United States,2023-07-04,Standard,5742.53
CUST0497,Kenji Nguyen,kenji.nguyen0497@example.com,United States,2022-05-30,Premium,6849.30
CUST0498,Isla Singh,isla.singh0498@example.com,Germany,2024-09-08,Premium,7397.05
CUST0499,Rahul Silva,rahul.silva0499@example.com,Canada,2022-02-01,Premium,7969.00
CUST0500,Chloe Garcia,chloe.garcia0500@example.com,Japan,2023-05-12,Basic,5157.19
CUST0501,Aarav Johnson,aarav.johnson0501@example.com,France,2023-05-06,Basic,2767.65
CUST0502,Priya Kim,priya.kim0502@example.com,France,2024-08-12,Basic,5531.70
CUST0503,James Kim,james.kim0503@example.com,Canada,2024-01-07,Basic,7509.76
CUST0504,Sofia Muller,sofia.muller0504@example.com,United Kingdom,2024-08-19,Standard,7776.09
CUST0505,Wei Tanaka,wei.tanaka0505@example.com,Australia,2024-04-27,Premium,4803.33
CUST0506,Amara Rossi,amara.rossi0506@example.com,India,2022-02-03,Standard,4725.48
CUST0507,Noah Singh,noah.singh0507@example.com,France,2023-08-28,Premium,1707.82
CUST0508,Elena Rossi,elena.rossi0508@example.com,France,2025-03-12,Premium,4269.10
CUST0509,Omar Silva,omar.silva0509@example.com,Canada,2024-09-27,Basic,5472.32
CUST0510,Mia Dubois,mia.dubois0510@example.com,Japan,2022-12-11,Basic,6767.54
CUST0511,Lucas Nkosi,lucas.nkosi0511@example.com,India,2025-01-24,Standard,1605.20
CUST0512,Hana Costa,hana.costa0512@example.com,United States,2024-12-09,Premium,7140.13
CUST0513,Ethan Smith,ethan.smith0513@example.com,United States,2022-01-14,Standard,1211.80
CUST0514,Zara Rossi,zara.rossi0514@example.com,United Kingdom,2025-12-19,Premium,127.25
CUST0515,Leo Andersen,leo.andersen0515@example.com,Japan,2024-02-04,Premium,5270.71
CUST0516,Anika Nguyen,anika.nguyen0516@example.com,Japan,2025-09-12,Standard,182.93
CUST0517,Kenji Costa,kenji.costa0517@example.com,France,2022-01-25,Premium,4523.58
CUST0518,Isla Hassan,isla.hassan0518@example.com,Canada,2022-02-05,Basic,6921.18
CUST0519,Rahul Khan,rahul.khan0519@example.com,India,2022-08-08,Premium,4481.06
CUST0520,Chloe Rossi,chloe.rossi0520@example.com,Germany,2025-06-23,Basic,2182.93
CUST0521,Aarav Tanaka,aarav.tanaka0521@example.com,Canada,2024-03-23,Premium,3202.29
CUST0522,Priya Brown,priya.brown0522@example.com,Japan,2025-03-03,Premium,8417.47
CUST0523,James Rossi,james.rossi0523@example.com,Canada,2025-11-01,Premium,5574.07
CUST0524,Sofia Patel,sofia.patel0524@example.com,United Kingdom,2024-04-10,Standard,3237.08
CUST0525,Wei Dubois,wei.dubois0525@example.com,United States,2025-07-28,Premium,5989.04
CUST0526,Amara Smith,amara.smith0526@example.com,Japan,2024-06-07,Basic,6677.98
CUST0527,Noah Singh,noah.singh0527@example.com,United Kingdom,2024-12-17,Premium,1991.53
CUST0528,Elena Singh,elena.singh0528@example.com,Japan,2023-07-10,Premium,7859.15
CUST0529,Omar Hassan,omar.hassan0529@example.com,United States,2023-01-03,Standard,182.31
CUST0530,Mia Johnson,mia.johnson0530@example.com,India,2025-12-30,Standard,7898.99
CUST0531,Lucas Kim,lucas.kim0531@example.com,India,2025-02-28,Premium,4838.58
CUST0532,Hana Brown,hana.brown0532@example.com,Australia,2024-02-26,Basic,1232.58
CUST0533,Ethan Smith,ethan.smith0533@example.com,Australia,2022-04-20,Premium,3743.40
CUST0534,Zara Smith,zara.smith0534@example.com,Australia,2025-05-24,Basic,8118.55
CUST0535,Leo Brown,leo.brown0535@example.com,Australia,2022-03-02,Basic,2359.61
CUST0536,Anika Muller,anika.muller0536@example.com,Japan,2023-04-13,Standard,4723.17
CUST0537,Kenji Brown,kenji.brown0537@example.com,France,2023-01-16,Basic,5000.64
CUST0538,Isla Brown,isla.brown0538@example.com,United Kingdom,2025-06-20,Standard,6793.57
CUST0539,Rahul Smith,rahul.smith0539@example.com,United Kingdom,2023-07-03,Premium,3261.00
CUST0540,Chloe Chen,chloe.chen0540@example.com,France,2023-10-11,Standard,950.36
CUST0541,Aarav Sharma,aarav.sharma0541@example.com,Canada,2024-06-29,Standard,6483.38
CUST0542,Priya Garcia,priya.garcia0542@example.com,India,2022-06-28,Premium,3691.78
CUST0543,James Costa,james.costa0543@example.com,France,2022-07-31,Premium,807.28
CUST0544,Sofia Costa,sofia.costa0544@example.com,United Kingdom,2025-05-07,Basic,6678.51
CUST0545,Wei Brown,wei.brown0545@example.com,United States,2023-08-21,Standard,3326.91
CUST0546,Amara Smith,amara.smith0546@example.com,Germany,2025-03-17,Basic,1482.98
CUST0547,Noah Brown,noah.brown0547@example.com,India,2022-10-12,Standard,2594.56
CUST0548,Elena Dubois,elena.dubois0548@example.com,India,2022-05-10,Premium,3723.01
CUST0549,Omar Khan,omar.khan0549@example.com,Canada,2024-09-18,Premium,3101.51
CUST0550,Mia Rossi,mia.rossi0550@example.com,Japan,2025-05-01,Basic,1702.38
CUST0551,Lucas Garcia,lucas.garcia0551@example.com,India,2023-09-16,Premium,8067.56
CUST0552,Hana Silva,hana.silva0552@example.com,France,2023-11-06,Standard,2878.52
CUST0553,Ethan Nguyen,ethan.nguyen0553@example.com,India,2023-09-08,Standard,5147.14
CUST0554,Zara Johnson,zara.johnson0554@example.com,Japan,2023-10-06,Premium,8200.66
CUST0555,Leo Silva,leo.silva0555@example.com,Canada,2025-11-24,Basic,4199.01
CUST0556,Anika Singh,anika.singh0556@example.com,Germany,2023-10-30,Standard,2418.54
CUST0557,Kenji Brown,kenji.brown0557@example.com,Australia,2022-08-22,Basic,1738.31
CUST0558,Isla Costa,isla.costa0558@example.com,India,2025-10-28,Basic,277.44
CUST0559,Rahul Muller,rahul.muller0559@example.com,Germany,2024-06-16,Standard,7074.33
CUST0560,Chloe Smith,chloe.smith0560@example.com,France,2025-10-10,Standard,1226.06
CUST0561,Aarav Kim,aarav.kim0561@example.com,Germany,2023-06-02,Basic,1352.51
CUST0562,Priya Khan,priya.khan0562@example.com,France,2022-06-01,Standard,8421.42
CUST0563,James Dubois,james.dubois0563@example.com,France,2024-12-30,Basic,7853.54
CUST0564,Sofia Khan,sofia.khan0564@example.com,United States,2024-01-07,Basic,7616.99
CUST0565,Wei Costa,wei.costa0565@example.com,United Kingdom,2022-08-12,Premium,5606.73
CUST0566,Amara Tanaka,amara.tanaka0566@example.com,India,2025-08-18,Basic,424.31
CUST0567,Noah Brown,noah.brown0567@example.com,Australia,2024-05-31,Premium,139.13
CUST0568,Elena Hassan,elena.hassan0568@example.com,Germany,2024-11-11,Basic,4433.84
CUST0569,Omar Singh,omar.singh0569@example.com,Germany,2024-07-01,Standard,3355.08
CUST0570,Mia Singh,mia.singh0570@example.com,India,2023-12-08,Premium,4129.42
CUST0571,Lucas Kim,lucas.kim0571@example.com,France,2022-06-25,Premium,7074.63
CUST0572,Hana Chen,hana.chen0572@example.com,Australia,2023-10-01,Standard,3897.56
CUST0573,Ethan Johnson,ethan.johnson0573@example.com,Japan,2023-12-15,Standard,874.91
CUST0574,Zara Muller,zara.muller0574@example.com,Australia,2022-05-18,Standard,427.57
CUST0575,Leo Garcia,leo.garcia0575@example.com,United States,2023-12-04,Basic,974.11
CUST0576,Anika Nkosi,anika.nkosi0576@example.com,Germany,2024-11-22,Premium,4713.64
CUST0577,Kenji Silva,kenji.silva0577@example.com,France,2024-08-04,Premium,6791.04
CUST0578,Isla Nkosi,isla.nkosi0578@example.com,India,2025-08-04,Basic,3701.54
CUST0579,Rahul Sharma,rahul.sharma0579@example.com,Germany,2024-07-09,Basic,3679.72
CUST0580,Chloe Sharma,chloe.sharma0580@example.com,Germany,2023-02-26,Standard,6407.15
CUST0581,Aarav Smith,aarav.smith0581@example.com,United Kingdom,2025-01-04,Premium,3140.95
CUST0582,Priya Johnson,priya.johnson0582@example.com,Japan,2022-08-22,Standard,5717.43
CUST0583,James Dubois,james.dubois0583@example.com,Australia,2025-05-07,Standard,5215.56
CUST0584,Sofia Singh,sofia.singh0584@example.com,United Kingdom,2023-12-14,Standard,7194.63
CUST0585,Wei Nguyen,wei.nguyen0585@example.com,India,2025-10-11,Basic,6815.18
CUST0586,Amara Nguyen,amara.nguyen0586@example.com,United Kingdom,2025-10-08,Premium,2696.42
CUST0587,Noah Rossi,noah.rossi0587@example.com,Canada,2022-08-28,Premium,3204.44
CUST0588,Elena Chen,elena.chen0588@example.com,France,2024-05-06,Basic,1214.98
CUST0589,Omar Brown,omar.brown0589@example.com,France,2023-01-16,Standard,5419.99
CUST0590,Mia Nkosi,mia.nkosi0590@example.com,India,2024-09-29,Standard,1235.51
CUST0591,Lucas Silva,lucas.silva0591@example.com,Japan,2025-06-22,Premium,7363.66
CUST0592,Hana Sharma,hana.sharma0592@example.com,Japan,2022-10-07,Premium,6938.57
CUST0593,Ethan Costa,ethan.costa0593@example.com,Japan,2024-04-17,Basic,4205.08
CUST0594,Zara Muller,zara.muller0594@example.com,Japan,2022-12-09,Premium,4827.61
CUST0595,Leo Rossi,leo.rossi0595@example.com,Canada,2022-03-08,Standard,1949.93
CUST0596,Anika Kim,anika.kim0596@example.com,India,2024-07-25,Basic,6324.28
CUST0597,Kenji Dubois,kenji.dubois0597@example.com,United Kingdom,2025-03-18,Premium,2313.66
CUST0598,Isla Costa,isla.costa0598@example.com,Australia,2025-01-15,Premium,6472.03
CUST0599,Rahul Muller,rahul.muller0599@example.com,Germany,2024-05-20,Premium,6269.10
CUST0600,Chloe Rossi,chloe.rossi0600@example.com,Canada,2022-03-08,Standard,2270.79
CUST0601,Aarav Smith,aarav.smith0601@example.com,Japan,2022-08-29,Premium,1823.47
CUST0602,Priya Singh,priya.singh0602@example.com,Australia,2025-12-26,Basic,5396.91
CUST0603,James Nkosi,james.nkosi0603@example.com,India,2023-02-28,Premium,6855.97
